model,repr,layer,method,D,D_source,sif_a,spearman_test,auc_roc_test,acc_at_1_test,acc_at_3_test,acc_at_5_test,spearman_train,n_train_files,n_test_files,n_pos_test_pairs,n_neg_test_pairs
bowphs/PhilTa,ff1,0,whitening,0,none,0.001,0.008971605462871865,0.5595258195279065,0.31607142857142856,0.3339285714285714,0.3392857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,1,baseline_mean,0,none,0.001,0.02973426827064391,0.6972842802914229,0.5053571428571428,0.5714285714285714,0.5964285714285714,nan,578,700,464,244186
bowphs/PhilTa,ff1,1,sif_abtt_optimal,2,train_sweep,0.001,0.07185904683267498,0.9767785172312118,0.8892857142857142,0.9285714285714286,0.9321428571428572,0.0653253188246248,578,700,464,244186
bowphs/PhilTa,ff1,1,whitening,0,none,0.001,0.009813682075025826,0.5651129256824292,0.33214285714285713,0.3517857142857143,0.35535714285714287,nan,578,700,464,244186
bowphs/PhilTa,ff1,2,baseline_mean,0,none,0.001,0.004117151601011608,0.5273169422927182,0.03214285714285714,0.04107142857142857,0.05178571428571429,nan,578,700,464,244186
bowphs/PhilTa,ff1,2,sif_abtt_optimal,3,train_sweep,0.001,0.07150123084179727,0.9744044392954269,0.8785714285714286,0.9375,0.9428571428571428,0.06500701697984462,578,700,464,244186
bowphs/PhilTa,ff1,2,whitening,0,none,0.001,0.011581367331614828,0.5768413632612448,0.30714285714285716,0.3410714285714286,0.35,nan,578,700,464,244186
bowphs/PhilTa,ff1,3,baseline_mean,0,none,0.001,-0.004495007474813919,0.47017601689723804,0.03571428571428571,0.04642857142857143,0.05357142857142857,nan,578,700,464,244186
bowphs/PhilTa,ff1,3,sif_abtt_optimal,7,train_sweep,0.001,0.07262358264556158,0.9818511457631083,0.9178571428571428,0.9392857142857143,0.95,0.06537458400475187,578,700,464,244186
bowphs/PhilTa,ff1,3,whitening,0,none,0.001,0.013279653872398562,0.5881093468319938,0.325,0.3392857142857143,0.3517857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,4,baseline_mean,0,none,0.001,-0.001792891057172669,0.4881043239862095,0.0375,0.05,0.05357142857142857,nan,578,700,464,244186
bowphs/PhilTa,ff1,4,sif_abtt_optimal,7,train_sweep,0.001,0.07266181538897538,0.9821048166858106,0.9178571428571428,0.9464285714285714,0.9571428571428572,0.0659797393442442,578,700,464,244186
bowphs/PhilTa,ff1,4,whitening,0,none,0.001,0.017893571269669527,0.6187222856474304,0.3375,0.36964285714285716,0.3875,nan,578,700,464,244186
bowphs/PhilTa,ff1,5,baseline_mean,0,none,0.001,3.872027191691927e-05,0.5002569056318572,0.05892857142857143,0.08035714285714286,0.09464285714285714,nan,578,700,464,244186
bowphs/PhilTa,ff1,5,sif_abtt_optimal,3,train_sweep,0.001,0.0718938342859877,0.9770093289541577,0.9107142857142857,0.9410714285714286,0.9464285714285714,0.06518746300016164,578,700,464,244186
bowphs/PhilTa,ff1,5,whitening,0,none,0.001,0.01390512172087527,0.5922592712677758,0.3267857142857143,0.3625,0.3767857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,6,baseline_mean,0,none,0.001,0.027416309015653353,0.6819048225179958,0.4017857142857143,0.4589285714285714,0.49107142857142855,nan,578,700,464,244186
bowphs/PhilTa,ff1,6,sif_abtt_optimal,2,train_sweep,0.001,0.07237031790697569,0.9801707562804725,0.925,0.9517857142857142,0.9517857142857142,0.06527418717970268,578,700,464,244186
bowphs/PhilTa,ff1,6,whitening,0,none,0.001,0.011921914062253389,0.5791008539420346,0.3267857142857143,0.3482142857142857,0.35892857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,7,baseline_mean,0,none,0.001,0.02942112598595641,0.6952066085081554,0.4375,0.4982142857142857,0.5339285714285714,nan,578,700,464,244186
bowphs/PhilTa,ff1,7,sif_abtt_optimal,2,train_sweep,0.001,0.07212344092246957,0.9785327489898177,0.9053571428571429,0.9428571428571428,0.9553571428571429,0.06568809314755664,578,700,464,244186
bowphs/PhilTa,ff1,7,whitening,0,none,0.001,0.010934815889957808,0.5725515387577644,0.3125,0.34464285714285714,0.35714285714285715,nan,578,700,464,244186
bowphs/PhilTa,ff1,8,baseline_mean,0,none,0.001,0.001169445859924175,0.5077591714286763,0.10892857142857143,0.12857142857142856,0.14821428571428572,nan,578,700,464,244186
bowphs/PhilTa,ff1,8,sif_abtt_optimal,2,train_sweep,0.001,0.07212216922465628,0.9785243113855832,0.8946428571428572,0.9303571428571429,0.9375,0.06562700280571962,578,700,464,244186
bowphs/PhilTa,ff1,8,whitening,0,none,0.001,0.008436498760388073,0.5559754283549256,0.3464285714285714,0.3625,0.36964285714285716,nan,578,700,464,244186
bowphs/PhilTa,ff1,9,baseline_mean,0,none,0.001,0.01207332943633992,0.5801054892934923,0.18928571428571428,0.25357142857142856,0.2767857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,9,sif_abtt_optimal,3,train_sweep,0.001,0.07212246719569133,0.978526288397454,0.8910714285714286,0.9357142857142857,0.9428571428571428,0.06598829344731179,578,700,464,244186
bowphs/PhilTa,ff1,9,whitening,0,none,0.001,0.015928109900611196,0.6056815667225973,0.3339285714285714,0.35535714285714287,0.3732142857142857,nan,578,700,464,244186
bowphs/PhilTa,ff1,10,baseline_mean,0,none,0.001,0.03922463312247909,0.7602520245307633,0.3982142857142857,0.4607142857142857,0.5017857142857143,nan,578,700,464,244186
bowphs/PhilTa,ff1,10,sif_abtt_optimal,7,train_sweep,0.001,0.07264493945350503,0.9819928463237605,0.8946428571428572,0.9303571428571429,0.9357142857142857,0.06556597257037497,578,700,464,244186
bowphs/PhilTa,ff1,10,whitening,0,none,0.001,0.015668111107318385,0.603956451759357,0.3125,0.3410714285714286,0.35714285714285715,nan,578,700,464,244186
bowphs/PhilTa,ff1,11,baseline_mean,0,none,0.001,0.026460519695282955,0.6755632436212418,0.225,0.2892857142857143,0.32142857142857145,nan,578,700,464,244186
bowphs/PhilTa,ff1,11,sif_abtt_optimal,3,train_sweep,0.001,0.0723339481476493,0.9799294460949355,0.875,0.9232142857142858,0.9303571428571429,0.06484206578083622,578,700,464,244186
bowphs/PhilTa,ff1,11,whitening,0,none,0.001,0.015945010867328167,0.6057936385830247,0.3267857142857143,0.3392857142857143,0.3517857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,0,baseline_mean,0,none,0.001,0.057864590380309354,0.8839265175048867,0.6821428571428572,0.7267857142857143,0.7464285714285714,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,0,sif_abtt_optimal,3,train_sweep,0.001,0.07243912660236693,0.9806272959815538,0.9071428571428571,0.9392857142857143,0.9517857142857142,0.06548234229349875,578,700,464,244186
sentence-transformers/LaBSE,hidden,0,whitening,0,none,0.001,0.012958684049078741,0.5859797343573878,0.2714285714285714,0.29642857142857143,0.30714285714285716,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,1,baseline_mean,0,none,0.001,0.04891570341616567,0.824551431893212,0.5571428571428572,0.6357142857142857,0.6589285714285714,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,1,sif_abtt_optimal,7,train_sweep,0.001,0.07178479218451389,0.9762858441078126,0.9035714285714286,0.9303571428571429,0.9375,0.06461973502508837,578,700,464,244186
sentence-transformers/LaBSE,hidden,1,whitening,0,none,0.001,0.013283777997092995,0.5881367072641347,0.23392857142857143,0.26607142857142857,0.28035714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,2,baseline_mean,0,none,0.001,0.052645192039283355,0.849296264090093,0.5410714285714285,0.6053571428571428,0.6357142857142857,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,2,sif_abtt_optimal,7,train_sweep,0.001,0.07161329588603409,0.9751479811037205,0.8946428571428572,0.9232142857142858,0.9321428571428572,0.06459864080938818,578,700,464,244186
sentence-transformers/LaBSE,hidden,2,whitening,0,none,0.001,0.015670292860653842,0.6039710278089314,0.2714285714285714,0.30178571428571427,0.3142857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,3,baseline_mean,0,none,0.001,0.05460204631454654,0.8622798217766163,0.6107142857142858,0.6785714285714286,0.7017857142857142,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,3,sif_abtt_optimal,10,train_sweep,0.001,0.07107595035076052,0.9715827402768438,0.8946428571428572,0.9267857142857143,0.9392857142857143,0.06481725445304373,578,700,464,244186
sentence-transformers/LaBSE,hidden,3,whitening,0,none,0.001,0.011443603233793542,0.5759273085920653,0.24107142857142858,0.275,0.29285714285714287,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,4,baseline_mean,0,none,0.001,0.05525627298394907,0.8666205587487434,0.6035714285714285,0.6571428571428571,0.6785714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,4,sif_abtt_optimal,5,train_sweep,0.001,0.07147813476095564,0.9742511988105733,0.8553571428571428,0.9125,0.9214285714285714,0.06460481279721517,578,700,464,244186
sentence-transformers/LaBSE,hidden,4,whitening,0,none,0.001,0.009479781139932586,0.5628975161881968,0.23392857142857143,0.26785714285714285,0.2767857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,5,baseline_mean,0,none,0.001,0.05483567023911426,0.8638298961687487,0.6035714285714285,0.6642857142857143,0.6875,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,5,sif_abtt_optimal,3,train_sweep,0.001,0.07094632895951433,0.9707227136351967,0.8267857142857142,0.8785714285714286,0.8982142857142857,0.06476383717961873,578,700,464,244186
sentence-transformers/LaBSE,hidden,5,whitening,0,none,0.001,0.014367038327609155,0.5953240456610662,0.2714285714285714,0.30892857142857144,0.3267857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,6,baseline_mean,0,none,0.001,0.059509561432135254,0.8948407571658914,0.675,0.7321428571428571,0.7553571428571428,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,6,sif_abtt_optimal,3,train_sweep,0.001,0.07151292221426825,0.9744820105335192,0.8517857142857143,0.8928571428571429,0.9089285714285714,0.06489347265022963,578,700,464,244186
sentence-transformers/LaBSE,hidden,6,whitening,0,none,0.001,0.01384338288100512,0.591849597339168,0.24464285714285713,0.2785714285714286,0.2910714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,7,baseline_mean,0,none,0.001,0.05870664522054478,0.8895134780313028,0.6392857142857142,0.7142857142857143,0.7428571428571429,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,7,sif_abtt_optimal,5,train_sweep,0.001,0.07120326579204897,0.9724274671413566,0.8482142857142857,0.8964285714285715,0.9089285714285714,0.064268545437894,578,700,464,244186
sentence-transformers/LaBSE,hidden,7,whitening,0,none,0.001,0.008535431859540789,0.5566318271868504,0.24285714285714285,0.2732142857142857,0.2839285714285714,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,8,baseline_mean,0,none,0.001,0.05732178425983369,0.880325046170288,0.6142857142857143,0.6964285714285714,0.7160714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,8,sif_abtt_optimal,5,train_sweep,0.001,0.07121322853344325,0.9724935690628145,0.8428571428571429,0.8982142857142857,0.9017857142857143,0.06419457332546215,578,700,464,244186
sentence-transformers/LaBSE,hidden,8,whitening,0,none,0.001,0.011972460714823493,0.5794362310584611,0.25892857142857145,0.29285714285714287,0.30714285714285716,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,9,baseline_mean,0,none,0.001,0.062251312652791074,0.9130320377244933,0.7339285714285714,0.8,0.8142857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,9,sif_abtt_optimal,7,train_sweep,0.001,0.07096474529882235,0.9708449044425433,0.8714285714285714,0.9071428571428571,0.9196428571428571,0.06440773309571095,578,700,464,244186
sentence-transformers/LaBSE,hidden,9,whitening,0,none,0.001,0.0105755964846344,0.5701681582750515,0.2517857142857143,0.28035714285714286,0.3,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,10,baseline_mean,0,none,0.001,0.06531160289209915,0.9333367969286839,0.7696428571428572,0.8267857142857142,0.8375,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,10,sif_abtt_optimal,5,train_sweep,0.001,0.07162482364048009,0.9752244667504733,0.8839285714285714,0.9267857142857143,0.9285714285714286,0.06496325312561822,578,700,464,244186
sentence-transformers/LaBSE,hidden,10,whitening,0,none,0.001,0.017259740092803316,0.6145168548381859,0.2767857142857143,0.3125,0.325,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,11,baseline_mean,0,none,0.001,0.06924534733473729,0.9594368486981517,0.8464285714285714,0.8821428571428571,0.8946428571428572,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,11,sif_abtt_optimal,3,train_sweep,0.001,0.07230566218289658,0.9797417711823407,0.9232142857142858,0.9446428571428571,0.9482142857142857,0.06609707354644706,578,700,464,244186
sentence-transformers/LaBSE,hidden,11,whitening,0,none,0.001,0.01409114414007724,0.5934935136005708,0.2517857142857143,0.28035714285714286,0.30178571428571427,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,12,baseline_mean,0,none,0.001,0.06933721818994332,0.9600464038224676,0.8642857142857143,0.9035714285714286,0.9107142857142857,nan,578,700,464,244186
sentence-transformers/LaBSE,hidden,12,sif_abtt_optimal,1,train_sweep,0.001,0.0732666673265858,0.9861179566127799,0.9125,0.9410714285714286,0.9464285714285714,0.06659168355399595,578,700,464,244186
sentence-transformers/LaBSE,hidden,12,whitening,0,none,0.001,0.014861703187465386,0.5986061060152845,0.2732142857142857,0.30178571428571427,0.3142857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,0,baseline_mean,0,none,0.001,0.05507023130912743,0.8653861884397337,0.5053571428571428,0.5660714285714286,0.5946428571428571,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,0,sif_abtt_optimal,7,train_sweep,0.001,0.07038086373796834,0.9669709011389563,0.8178571428571428,0.8553571428571428,0.8678571428571429,0.06441748141989816,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,0,whitening,0,none,0.001,0.011395301891234309,0.5756068340852099,0.30357142857142855,0.32321428571428573,0.33035714285714285,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,1,baseline_mean,0,none,0.001,0.04761144628106691,0.8158977993951474,0.4303571428571429,0.5035714285714286,0.5321428571428571,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,1,sif_abtt_optimal,5,train_sweep,0.001,0.07067089730423208,0.9688952485908848,0.825,0.8678571428571429,0.8839285714285714,0.06436885368495215,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,1,whitening,0,none,0.001,0.013168524736468018,0.587372014076607,0.33035714285714285,0.3607142857142857,0.3767857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,2,baseline_mean,0,none,0.001,0.04626697968398822,0.8069773806188443,0.4642857142857143,0.5285714285714286,0.5535714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,2,sif_abtt_optimal,10,train_sweep,0.001,0.07117762897603487,0.9722573690999259,0.8928571428571429,0.9357142857142857,0.9482142857142857,0.06604130104752985,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,2,whitening,0,none,0.001,0.009549303633553394,0.5633587954222008,0.3196428571428571,0.35714285714285715,0.36607142857142855,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,3,baseline_mean,0,none,0.001,0.05506687381404822,0.8653639117524036,0.5357142857142857,0.6178571428571429,0.6410714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,3,sif_abtt_optimal,7,train_sweep,0.001,0.07099746557807356,0.9710620006456356,0.8517857142857143,0.8892857142857142,0.9053571428571429,0.06462571087593592,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,3,whitening,0,none,0.001,0.011229970605303471,0.5745098705141953,0.32857142857142857,0.3517857142857143,0.3625,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,4,baseline_mean,0,none,0.001,0.05482989705021255,0.8637915915637515,0.5464285714285714,0.6053571428571428,0.6410714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,4,sif_abtt_optimal,3,train_sweep,0.001,0.07131132086446572,0.9731444031358798,0.8303571428571429,0.8821428571428571,0.9,0.06515489477121428,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,4,whitening,0,none,0.001,0.01101447531581779,0.5730800672861869,0.3339285714285714,0.35535714285714287,0.36964285714285716,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,5,baseline_mean,0,none,0.001,0.06021115152878488,0.8994957463530486,0.6214285714285714,0.675,0.6982142857142857,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,5,sif_abtt_optimal,3,train_sweep,0.001,0.07130390351403866,0.9730951896618094,0.8839285714285714,0.9142857142857143,0.9232142857142858,0.065267819054897,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,5,whitening,0,none,0.001,0.010649428988286396,0.570658011508751,0.34464285714285714,0.3732142857142857,0.3875,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,6,baseline_mean,0,none,0.001,0.05862374276113305,0.8889634274339205,0.525,0.6142857142857143,0.6517857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,6,sif_abtt_optimal,3,train_sweep,0.001,0.07137670289294465,0.9735782072004466,0.8232142857142857,0.8714285714285714,0.8892857142857142,0.06506665843883909,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,6,whitening,0,none,0.001,0.010536769786091783,0.5699105245026614,0.30892857142857144,0.33214285714285713,0.34464285714285714,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,7,baseline_mean,0,none,0.001,0.051837155780531566,0.8439350138899206,0.5,0.5553571428571429,0.5892857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,7,sif_abtt_optimal,7,train_sweep,0.001,0.07110851432824121,0.9717987994312984,0.8267857142857142,0.8803571428571428,0.8928571428571429,0.06423344957272153,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,7,whitening,0,none,0.001,0.008935033652946092,0.5592831457337355,0.325,0.3464285714285714,0.35535714285714287,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,8,baseline_mean,0,none,0.001,0.06221595652701646,0.9127974529096955,0.7142857142857143,0.7857142857142857,0.8125,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,8,sif_abtt_optimal,7,train_sweep,0.001,0.07157085097616961,0.9748663628234779,0.8767857142857143,0.9142857142857143,0.9196428571428571,0.06510786302184457,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,8,whitening,0,none,0.001,0.013041650346666043,0.5865301909482794,0.3625,0.3821428571428571,0.3892857142857143,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,9,baseline_mean,0,none,0.001,0.06386197978900866,0.923718673893869,0.7625,0.8214285714285714,0.8428571428571429,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,9,sif_abtt_optimal,5,train_sweep,0.001,0.07202884376509132,0.977905105089478,0.8785714285714286,0.9232142857142858,0.9428571428571428,0.0651738599516453,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,9,whitening,0,none,0.001,0.013750749468193652,0.5912350114257164,0.36607142857142855,0.3875,0.3964285714285714,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,10,baseline_mean,0,none,0.001,0.06767300339714515,0.9490044836157966,0.8160714285714286,0.8660714285714286,0.8785714285714286,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,10,sif_abtt_optimal,3,train_sweep,0.001,0.07115183984893497,0.972086260487695,0.8696428571428572,0.9107142857142857,0.9232142857142858,0.06533896616213677,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,10,whitening,0,none,0.001,0.011936065557911931,0.57919474876698,0.36428571428571427,0.3821428571428571,0.38571428571428573,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,11,baseline_mean,0,none,0.001,0.06742250220703372,0.9473424300356681,0.8321428571428572,0.8607142857142858,0.8696428571428572,nan,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,11,sif_abtt_optimal,7,train_sweep,0.001,0.07135007040139456,0.9734015029385457,0.9125,0.9267857142857143,0.9339285714285714,0.06515451515125552,578,700,464,244186
sentence-transformers/LaBSE,ffn_intermediate,11,whitening,0,none,0.001,0.01349903646308939,0.5895649306478357,0.36428571428571427,0.37857142857142856,0.39464285714285713,nan,578,700,464,244186
